identifier,date,value
5cda0b01,2009-01-08,46.1190327614546
5cda0b01,2009-02-08,46.4004830708394
5cda0b01,2009-03-08,46.7317552162266
5cda0b01,2009-04-08,43.9193950077604
5cda0b01,2009-05-08,43.6686916003965
5cda0b01,2009-06-08,43.0816691904134
5cda0b01,2009-07-08,43.0433320177889
5cda0b01,2009-08-08,45.2159266348186
5cda0b01,2009-09-08,46.1347164444869
5cda0b01,2009-10-08,45.1181607963043
5cda0b01,2009-11-08,44.2479490276875
5cda0b01,2009-12-08,42.6161514252684
5cda0b01,2010-01-08,44.215097757368
5cda0b01,2010-02-08,44.6796562221063
5cda0b01,2010-03-08,47.7640046063036
5cda0b01,2010-04-08,46.4765426360908
5cda0b01,2010-05-08,43.8257385241692
5cda0b01,2010-06-08,44.3812107200687
5cda0b01,2010-07-08,45.5602127413028
5cda0b01,2010-08-08,46.6375222768437
5cda0b01,2010-09-08,47.6548472438631
5cda0b01,2010-10-08,46.0641021807938
5cda0b01,2010-11-08,42.9965060452281
5cda0b01,2010-12-08,46.7540968372592
5cda0b01,2011-01-08,46.3389619483076
5cda0b01,2011-02-08,42.9298625071032
5cda0b01,2011-03-08,46.4445154706299
5cda0b01,2011-04-08,45.0811099803003
5cda0b01,2011-05-08,47.62277745244
5cda0b01,2011-06-08,47.4040825335506
5cda0b01,2011-07-08,42.6029776416534
5cda0b01,2011-08-08,45.6274812381053
5cda0b01,2011-09-08,45.6902366286007
5cda0b01,2011-10-08,47.4961859224111
5cda0b01,2011-11-08,47.7083293133192
5cda0b01,2011-12-08,47.5203812935284
5cda0b01,2012-01-08,42.4635261399577
5cda0b01,2012-02-08,42.6373323553189
5cda0b01,2012-03-08,44.6219789525578
5cda0b01,2012-04-08,46.7596956489757
5cda0b01,2012-05-08,45.9169462161543
5cda0b01,2012-06-08,47.0313810447763
5cda0b01,2012-07-08,47.5373001387752
5cda0b01,2012-08-08,42.017714997733
5cda0b01,2012-09-08,43.5967082910933
5cda0b01,2012-10-08,47.1869757692896
5cda0b01,2012-11-08,46.6557107012773
5cda0b01,2012-12-08,45.5838998797936
5cda0b01,2013-01-08,43.4538575164914
5cda0b01,2013-02-08,44.1015944667908
5cda0b01,2013-03-08,44.107093180848
5cda0b01,2013-04-08,42.9943757845653
5cda0b01,2013-05-08,42.0513676717953
5cda0b01,2013-06-08,45.2650522935296
5cda0b01,2013-07-08,47.9099256863556
5cda0b01,2013-08-08,46.5517826875563
5cda0b01,2013-09-08,46.3563678651639
5cda0b01,2013-10-08,46.2401121811962
5cda0b01,2013-11-08,43.5185636920674
5cda0b01,2013-12-08,45.8648163447371
5cda0b01,2014-01-08,45.5298657418799
5cda0b01,2014-02-08,44.2829943982519
5cda0b01,2014-03-08,43.3779686070531
5cda0b01,2014-04-08,43.1057733946914
5cda0b01,2014-05-08,43.6648513448738
5cda0b01,2014-06-08,42.9719689445831
5cda0b01,2014-07-08,42.5118257153529
5cda0b01,2014-08-08,44.2898305493625
5cda0b01,2014-09-08,43.7707543644331
5cda0b01,2014-10-08,45.2952577324418
5cda0b01,2014-11-08,42.9351972225489
5cda0b01,2014-12-08,47.8491536451184
5cda0b01,2015-01-08,44.2123098043512
5cda0b01,2015-02-08,42.3581683884573
5cda0b01,2015-03-08,48.0283217103049
5cda0b01,2015-04-08,45.9704711599756
5cda0b01,2015-05-08,47.706597222278
5cda0b01,2015-06-08,46.5697034357929
5cda0b01,2015-07-08,43.4400420669024
5cda0b01,2015-08-08,43.0461257629802
5cda0b01,2015-09-08,42.5569689267944
5cda0b01,2015-10-08,45.7085883122815
5cda0b01,2015-11-08,44.2019546120766
5cda0b01,2015-12-08,42.7697896660432
5cda0b01,2016-01-08,42.8593116300219
5cda0b01,2016-02-08,43.9975513226429
5cda0b01,2016-03-08,47.4830254181306
5cda0b01,2016-04-08,47.3771325626393
5cda0b01,2016-05-08,42.1233345309722
5cda0b01,2016-06-08,42.8872601344087
5cda0b01,2016-07-08,45.1276199315871
5cda0b01,2016-08-08,45.8146533373832
5cda0b01,2016-09-08,45.3317075971917
5cda0b01,2016-10-08,46.6670416031713
5cda0b01,2016-11-08,47.0818797966057
5cda0b01,2016-12-08,47.1580120065965
9feb7b80,2006-12-08,97.6455650218066
9feb7b80,2007-01-08,97.9235730039375
9feb7b80,2007-02-08,101.256724299211
9feb7b80,2007-03-08,100.116701748533
9feb7b80,2007-04-08,97.3260402269522
9feb7b80,2007-05-08,106.605642431948
9feb7b80,2007-06-08,101.287590655965
9feb7b80,2007-07-08,97.1322357707754
9feb7b80,2007-08-08,101.774780809104
9feb7b80,2007-09-08,100.368828389267
9feb7b80,2007-10-08,107.793186418013
9feb7b80,2007-11-08,105.383509574858
9feb7b80,2007-12-08,103.089925922579
9feb7b80,2008-01-08,95.2705101532971
9feb7b80,2008-02-08,99.9625342909509
9feb7b80,2008-03-08,108.415510191255
9feb7b80,2008-04-08,97.3689257923847
9feb7b80,2008-05-08,102.262674231434
9feb7b80,2008-06-08,99.1389700085671
9feb7b80,2008-07-08,95.9463780345239
9feb7b80,2008-08-08,100.601512826739
9feb7b80,2008-09-08,99.780696085563
9feb7b80,2008-10-08,98.3094957323294
9feb7b80,2008-11-08,108.012944869702
9feb7b80,2008-12-08,94.5987224002661
9feb7b80,2009-01-08,106.180808679797
9feb7b80,2009-02-08,104.751700136065
9feb7b80,2009-03-08,106.413785564409
9feb7b80,2009-04-08,104.025892016223
9feb7b80,2009-05-08,104.044451682372
9feb7b80,2009-06-08,105.604449009886
9feb7b80,2009-07-08,107.394574842185
9feb7b80,2009-08-08,107.691142490464
9feb7b80,2009-09-08,98.4427587838749
9feb7b80,2009-10-08,99.0928620654951
9feb7b80,2009-11-08,96.5987681921943
9feb7b80,2009-12-08,96.6299866906007
9feb7b80,2010-01-08,106.1035705322
9feb7b80,2010-02-08,99.4541217671244
9feb7b80,2010-03-08,104.127885310445
9feb7b80,2010-04-08,98.0539843962445
9feb7b80,2010-05-08,98.828893659915
9feb7b80,2010-06-08,101.092980360081
9feb7b80,2010-07-08,106.867028122978
9feb7b80,2010-08-08,99.8225216239521
9feb7b80,2010-09-08,106.778632455186
9feb7b80,2010-10-08,106.864123789012
9feb7b80,2010-11-08,102.914565220492
9feb7b80,2010-12-08,100.622892167983
9feb7b80,2011-01-08,97.584679278942
9feb7b80,2011-02-08,104.584061065755
9feb7b80,2011-03-08,106.947522798877
9feb7b80,2011-04-08,103.08849316866
9feb7b80,2011-05-08,94.4751422728627
9feb7b80,2011-06-08,106.542053149942
9feb7b80,2011-07-08,103.410333379666
9feb7b80,2011-08-08,106.3790687634
9feb7b80,2011-09-08,102.875338760785
9feb7b80,2011-10-08,101.405704418852
9feb7b80,2011-11-08,101.986546254401
9feb7b80,2011-12-08,98.5013759179347
9feb7b80,2012-01-08,98.5917389035163
9feb7b80,2012-02-08,100.962706571364
9feb7b80,2012-03-08,97.7741038831768
9feb7b80,2012-04-08,102.757615498131
9feb7b80,2012-05-08,105.778686441014
9feb7b80,2012-06-08,100.095989886111
9feb7b80,2012-07-08,105.110719992887
9feb7b80,2012-08-08,103.463842447991
9feb7b80,2012-09-08,105.27322945739
9feb7b80,2012-10-08,100.820190778109
9feb7b80,2012-11-08,107.24094464839
9feb7b80,2012-12-08,95.6837085986683
9feb7b80,2013-01-08,107.63628894893
9feb7b80,2013-02-08,105.689558252732
9feb7b80,2013-03-08,101.229348026775
9feb7b80,2013-04-08,105.996506878894
9feb7b80,2013-05-08,104.135267516522
9feb7b80,2013-06-08,95.7254987220446
9feb7b80,2013-07-08,98.2009845216553
9feb7b80,2013-08-08,107.443064599618
9feb7b80,2013-09-08,106.032677591955
9feb7b80,2013-10-08,96.7300928018951
9feb7b80,2013-11-08,102.113143249641
9feb7b80,2013-12-08,106.230937675557
9feb7b80,2014-01-08,94.8537314266149
9feb7b80,2014-02-08,97.1050621040849
9feb7b80,2014-03-08,104.191591913735
9feb7b80,2014-04-08,103.452187991555
9feb7b80,2014-05-08,104.233884327092
9feb7b80,2014-06-08,97.7597236429142
9feb7b80,2014-07-08,107.676681713644
9feb7b80,2014-08-08,94.4072087053863
9feb7b80,2014-09-08,104.445548018433
9feb7b80,2014-10-08,97.0323710715987
9feb7b80,2014-11-08,102.887942007672
9feb7b80,2014-12-08,101.805819934224
9feb7b80,2015-01-08,102.851478761864
9feb7b80,2015-02-08,99.5802474819219
9feb7b80,2015-03-08,96.8512478635786
9feb7b80,2015-04-08,99.7062937006178
9feb7b80,2015-05-08,106.123556064186
9feb7b80,2015-06-08,95.6737779867471
9feb7b80,2015-07-08,101.113120103441
9feb7b80,2015-08-08,105.341430487894
9feb7b80,2015-09-08,107.086454043634
9feb7b80,2015-10-08,108.065585934371
9feb7b80,2015-11-08,102.919522848151
9feb7b80,2015-12-08,102.803307041518
9feb7b80,2016-01-08,95.3726701311934
9feb7b80,2016-02-08,106.843625173961
9feb7b80,2016-03-08,101.827957115915
9feb7b80,2016-04-08,107.128465533888
9feb7b80,2016-05-08,95.1553034506339
9feb7b80,2016-06-08,95.522685840334
9feb7b80,2016-07-08,104.940988684223
9feb7b80,2016-08-08,95.7321526814035
9feb7b80,2016-09-08,98.3508657485737
9feb7b80,2016-10-08,100.714166072737
9feb7b80,2016-11-08,104.907458477113
9feb7b80,2016-12-08,108.30786787982
a8771010,2006-12-08,69.9423370791849
a8771010,2007-01-08,74.3389055410614
a8771010,2007-02-08,79.3063027357617
a8771010,2007-03-08,76.3293886965861
a8771010,2007-04-08,79.9233184948746
a8771010,2007-05-08,75.1771587223283
a8771010,2007-06-08,80.2630354913259
a8771010,2007-07-08,71.3436439659011
a8771010,2007-08-08,79.2042973429968
a8771010,2007-09-08,78.560878065468
a8771010,2007-10-08,72.3797586553411
a8771010,2007-11-08,73.7857665730508
a8771010,2007-12-08,76.2785973355927
a8771010,2008-01-08,71.391808213218
a8771010,2008-02-08,73.524064242431
a8771010,2008-03-08,72.1999234269858
a8771010,2008-04-08,77.7160838298396
a8771010,2008-05-08,74.3368392433945
a8771010,2008-06-08,71.0318603719406
a8771010,2008-07-08,72.8277666501521
a8771010,2008-08-08,73.380049838663
a8771010,2008-09-08,71.6834087316967
a8771010,2008-10-08,73.7518122794216
a8771010,2008-11-08,70.800750794469
a8771010,2008-12-08,72.762821481546
a8771010,2009-01-08,76.77359401714
a8771010,2009-02-08,75.5754551045121
a8771010,2009-03-08,70.1586521927784
a8771010,2009-04-08,76.6915986361138
a8771010,2009-05-08,72.4443254839022
a8771010,2009-06-08,77.4934698690671
a8771010,2009-07-08,76.7062698912281
a8771010,2009-08-08,76.855565200893
a8771010,2009-09-08,76.3829569071476
a8771010,2009-10-08,72.6188428950175
a8771010,2009-11-08,76.3620679980865
a8771010,2009-12-08,71.1432999317948
a8771010,2010-01-08,72.4650626886622
a8771010,2010-02-08,77.7780461448014
a8771010,2010-03-08,69.9307815819949
a8771010,2010-04-08,70.6091250564491
a8771010,2010-05-08,80.2301389760719
a8771010,2010-06-08,73.7888823309751
a8771010,2010-07-08,76.9600565728556
a8771010,2010-08-08,71.2051314916087
a8771010,2010-09-08,77.3852807542199
a8771010,2010-10-08,79.2323141757708
a8771010,2010-11-08,78.9935495022621
a8771010,2010-12-08,71.3053042999332
a8771010,2011-01-08,80.3365087236409
a8771010,2011-02-08,71.4045004547331
a8771010,2011-03-08,74.7576883145257
a8771010,2011-04-08,71.6031017625408
a8771010,2011-05-08,75.2286469100841
a8771010,2011-06-08,75.6307732849241
a8771010,2011-07-08,74.4382574200162
a8771010,2011-08-08,71.5854252295429
a8771010,2011-09-08,70.789412691755
a8771010,2011-10-08,74.669243788724
a8771010,2011-11-08,78.3493580464705
a8771010,2011-12-08,73.3060723515866
a8771010,2012-01-08,71.74589796011
a8771010,2012-02-08,74.6388122400175
a8771010,2012-03-08,80.2339717284091
a8771010,2012-04-08,78.2011890431871
a8771010,2012-05-08,77.3299893109644
a8771010,2012-06-08,76.1792240288144
a8771010,2012-07-08,79.4168231557957
a8771010,2012-08-08,79.8673861804405
a8771010,2012-09-08,73.5404544759347
a8771010,2012-10-08,79.41993891372
a8771010,2012-11-08,70.0596955392084
a8771010,2012-12-08,73.3537777543255
a8771010,2013-01-08,72.792005547014
a8771010,2013-02-08,77.0920862879935
a8771010,2013-03-08,74.631243426748
a8771010,2013-04-08,80.2496204771633
a8771010,2013-05-08,75.9075847709675
a8771010,2013-06-08,73.207977231329
a8771010,2013-07-08,71.1381090794153
a8771010,2013-08-08,75.8272777969272
a8771010,2013-09-08,74.6848118619915
a8771010,2013-10-08,75.9681315698705
a8771010,2013-11-08,77.5027137353974
a8771010,2013-12-08,79.9857929480051
a8771010,2014-01-08,71.1820891571134
a8771010,2014-02-08,71.5241554577325
a8771010,2014-03-08,71.1544024847512
a8771010,2014-04-08,72.0438360247978
a8771010,2014-05-08,76.2657334272703
a8771010,2014-06-08,79.5760947071512
a8771010,2014-07-08,75.4222425523139
a8771010,2014-08-08,78.0839655633098
a8771010,2014-09-08,73.7980912494876
a8771010,2014-10-08,75.2393985830419
a8771010,2014-11-08,75.8683389137001
a8771010,2014-12-08,70.7112648676552
a8771010,2015-01-08,71.0018069190595
a8771010,2015-02-08,74.8683463718146
a8771010,2015-03-08,70.1618353504145
a8771010,2015-04-08,74.6145955709237
a8771010,2015-05-08,73.8714695878535
a8771010,2015-06-08,70.2938650655524
a8771010,2015-07-08,78.040707506063
a8771010,2015-08-08,76.7358093107969
a8771010,2015-09-08,77.4582855343597
a8771010,2015-10-08,72.2551352351299
a8771010,2015-11-08,76.5686140951634
a8771010,2015-12-08,72.949054607646
a8771010,2016-01-08,75.5354466423883
a8771010,2016-02-08,77.7790573505082
a8771010,2016-03-08,78.8486665805027
a8771010,2016-04-08,80.2925926803093
a8771010,2016-05-08,73.3303732275819
a8771010,2016-06-08,75.9345646231033
a8771010,2016-07-08,79.8615699306332
a8771010,2016-08-08,74.5847965606247
a8771010,2016-09-08,77.5310542567652
a8771010,2016-10-08,70.5991567177032
a8771010,2016-11-08,76.7009667662363
a8771010,2016-12-08,73.3799719863544
8b125f6f,2006-12-08,17.2292613382913
8b125f6f,2007-01-08,17.8553452661823
8b125f6f,2007-02-08,18.6772580308221
8b125f6f,2007-03-08,18.6699025143376
8b125f6f,2007-04-08,18.0453717212096
8b125f6f,2007-05-08,18.9377423003615
8b125f6f,2007-06-08,17.3243725963848
8b125f6f,2007-07-08,18.1021589331529
8b125f6f,2007-08-08,17.5306766192549
8b125f6f,2007-09-08,18.2807635653258
8b125f6f,2007-10-08,18.1909639722379
8b125f6f,2007-11-08,19.4981274002887
8b125f6f,2007-12-08,17.3881021967862
8b125f6f,2008-01-08,17.4735064872777
8b125f6f,2008-02-08,17.5188814861161
8b125f6f,2008-03-08,18.9985633992434
8b125f6f,2008-04-08,18.2062074834092
8b125f6f,2008-05-08,18.8787947200583
8b125f6f,2008-06-08,18.3588945901661
8b125f6f,2008-07-08,17.8259239452871
8b125f6f,2008-08-08,18.8486700538565
8b125f6f,2008-09-08,19.1840671457968
8b125f6f,2008-10-08,19.2826251674662
8b125f6f,2008-11-08,18.7140203440123
8b125f6f,2008-12-08,17.7697750644836
8b125f6f,2009-01-08,18.5828144400778
8b125f6f,2009-02-08,18.8768600451896
8b125f6f,2009-03-08,19.4123324124163
8b125f6f,2009-04-08,19.4200149292653
8b125f6f,2009-05-08,18.835820951622
8b125f6f,2009-06-08,17.3000140760535
8b125f6f,2009-07-08,17.1478200869692
8b125f6f,2009-08-08,17.1897100372169
8b125f6f,2009-09-08,19.0194841237561
8b125f6f,2009-10-08,18.8599346181872
8b125f6f,2009-11-08,18.277293775307
8b125f6f,2009-12-08,18.4557702435302
8b125f6f,2010-01-08,19.2265192314526
8b125f6f,2010-02-08,19.4216647253404
8b125f6f,2010-03-08,19.0286588796655
8b125f6f,2010-04-08,18.0058266161909
8b125f6f,2010-05-08,18.1111725169909
8b125f6f,2010-06-08,19.0253301005513
8b125f6f,2010-07-08,18.4361408298577
8b125f6f,2010-08-08,18.6268910223336
8b125f6f,2010-09-08,17.04275540608
8b125f6f,2010-10-08,17.9332480496981
8b125f6f,2010-11-08,17.3316423251554
8b125f6f,2010-12-08,18.9637621442032
8b125f6f,2011-01-08,19.3343546567448
8b125f6f,2011-02-08,18.199778287323
8b125f6f,2011-03-08,18.3109760174724
8b125f6f,2011-04-08,19.0169656219541
8b125f6f,2011-05-08,17.9809472742018
8b125f6f,2011-06-08,17.5235401808972
8b125f6f,2011-07-08,17.2852845058503
8b125f6f,2011-08-08,17.0623055348766
8b125f6f,2011-09-08,19.4426122441518
8b125f6f,2011-10-08,17.1961607388637
8b125f6f,2011-11-08,16.9808642835545
8b125f6f,2011-12-08,18.7769770151864
8b125f6f,2012-01-08,17.5383868317978
8b125f6f,2012-02-08,17.1708963874042
8b125f6f,2012-03-08,19.0088990692838
8b125f6f,2012-04-08,17.0564147749664
8b125f6f,2012-05-08,19.0730430224719
8b125f6f,2012-06-08,17.7847366640034
8b125f6f,2012-07-08,18.5543970353771
8b125f6f,2012-08-08,18.7981060733371
8b125f6f,2012-09-08,17.7049452087564
8b125f6f,2012-10-08,18.0815997344552
8b125f6f,2012-11-08,17.3024765089406
8b125f6f,2012-12-08,18.8583297426277
8b125f6f,2013-01-08,17.6054736544191
8b125f6f,2013-02-08,18.7808293556788
8b125f6f,2013-03-08,17.9837645843739
8b125f6f,2013-04-08,17.6904410785641
8b125f6f,2013-05-08,17.2126212247895
8b125f6f,2013-06-08,18.3576189275943
8b125f6f,2013-07-08,17.1527470421799
8b125f6f,2013-08-08,17.0455197009468
8b125f6f,2013-09-08,17.05594103433
8b125f6f,2013-10-08,18.5059350765328
8b125f6f,2013-11-08,19.1046973397815
8b125f6f,2013-12-08,18.0791003265967
8b125f6f,2014-01-08,19.071687275495
8b125f6f,2014-02-08,19.4321938636968
8b125f6f,2014-03-08,18.1836178783539
8b125f6f,2014-04-08,19.0128433390594
8b125f6f,2014-05-08,17.1268984219731
8b125f6f,2014-06-08,18.2066941787889
8b125f6f,2014-07-08,18.2883641736584
8b125f6f,2014-08-08,17.7074972706514
8b125f6f,2014-09-08,18.4198025830736
8b125f6f,2014-10-08,17.7958070623548
8b125f6f,2014-11-08,17.8061240624983
8b125f6f,2014-12-08,17.9913894249581
8b125f6f,2015-01-08,18.6227557432386
8b125f6f,2015-02-08,19.402733114756
8b125f6f,2015-03-08,17.2880393177078
8b125f6f,2015-04-08,19.3699129688755
8b125f6f,2015-05-08,17.9828766686238
8b125f6f,2015-06-08,17.632727843529
8b125f6f,2015-07-08,18.7267865309158
8b125f6f,2015-08-08,18.6305623411079
8b125f6f,2015-09-08,19.4557692160883
8b125f6f,2015-10-08,17.2090949358868
8b125f6f,2015-11-08,19.3632154365525
8b125f6f,2015-12-08,17.1669342614749
8b125f6f,2016-01-08,18.6089258803617
8b125f6f,2016-02-08,17.0145062981449
8b125f6f,2016-03-08,17.2546659793022
8b125f6f,2016-04-08,18.7070789315721
8b125f6f,2016-05-08,18.5626533915582
8b125f6f,2016-06-08,19.4015753371487
8b125f6f,2016-07-08,17.2847230775815
8b125f6f,2016-08-08,18.1328844864658
8b125f6f,2016-09-08,19.3323130202581
8b125f6f,2016-10-08,18.5105529728158
8b125f6f,2016-11-08,17.6442716449378
8b125f6f,2016-12-08,19.5014234591117
02bf877b,2006-12-08,82.8028919164397
02bf877b,2007-01-08,87.340359295053
02bf877b,2007-02-08,80.7534918901782
02bf877b,2007-03-08,86.7698449770852
02bf877b,2007-04-08,80.2790494160617
02bf877b,2007-05-08,88.5391432522147
02bf877b,2007-06-08,86.3082003792943
02bf877b,2007-07-08,81.8233566480335
02bf877b,2007-08-08,87.9240264854143
02bf877b,2007-09-08,91.1016764523286
02bf877b,2007-10-08,84.9794816910275
02bf877b,2007-11-08,84.3015492529181
02bf877b,2007-12-08,87.0292397541863
02bf877b,2008-01-08,84.7658422580738
02bf877b,2008-02-08,85.4767001272884
02bf877b,2008-03-08,86.3828042718515
02bf877b,2008-04-08,85.7438431815427
02bf877b,2008-05-08,81.3030879324708
02bf877b,2008-06-08,86.6480280420695
02bf877b,2008-07-08,87.1320914291684
02bf877b,2008-08-08,89.4830477981465
02bf877b,2008-09-08,82.2580384104723
02bf877b,2008-10-08,86.6650328810171
02bf877b,2008-11-08,91.011847774751
02bf877b,2008-12-08,87.7529746554526
02bf877b,2009-01-08,85.8740928351253
02bf877b,2009-02-08,86.3782283774114
02bf877b,2009-03-08,90.9630803367128
02bf877b,2009-04-08,85.8739398243537
02bf877b,2009-05-08,87.5846909717467
02bf877b,2009-06-08,88.5005768110724
02bf877b,2009-07-08,89.3795454687445
02bf877b,2009-08-08,83.7331710539435
02bf877b,2009-09-08,89.9567824347405
02bf877b,2009-10-08,84.9575112329734
02bf877b,2009-11-08,84.7149342034951
02bf877b,2009-12-08,87.3040464740989
02bf877b,2010-01-08,80.0738323994113
02bf877b,2010-02-08,87.2410045794797
02bf877b,2010-03-08,84.0361937521957
02bf877b,2010-04-08,79.9836296444225
02bf877b,2010-05-08,81.0286070631897
02bf877b,2010-06-08,89.0404567330649
